,Random score,Random time,Greedy score,Greedy time,Greedy score with depth,Greedy depth time,Important Parts score,Important Parts time,Hill climber score,Hill climber time,Simulated Annealing score,Simulated Annealing time
0,-39,28220,-42,16.169369220733643,-48,1278.4402618408203,-12,124.73367285728455,-22,74.72259283065796,-29,316.6447112560272
