,Random score,Random time,Greedy score,Greedy time,Greedy score with depth,Greedy depth time,Depth First score,Depth First time,Important Parts score,Important Parts time,Hill climber score,Hill climber time,Simulated Annealing score,Simulated Annealing time
0,-7,109.12121772766113,-7,1.656681776046753,-7,117.40947341918945,-7,0.00193023681640625,-3,4.768463850021362,-6,14.369364976882935,-7,1.413548469543457
