,Random score,Random time,Greedy score,Greedy time,Greedy score with depth,Greedy depth time,Depth First score,Depth First time,Important Parts score,Important Parts time,Hill climber score,Hill climber time,Simulated Annealing score,Simulated Annealing time
0,-7,103.6732893,-7,1.680723667,-7,118.5978661,-7,70.76421939,-3,2.631368637,-7,13.92993474,-7,66.43415284
