,Random score,Random time,Greedy score,Greedy time,Greedy score with depth,Greedy depth time,Important Parts score,Important Parts time,Hill climber score,Hill climber time,Simulated Annealing score,Simulated Annealing time
0,-39,28220,-41,15.901761054992676,-49,5620.416003704071,-12,210.13360238075256,-28,80.98321413993835,-22,6.551029205322266
