,Random score,Random time,Greedy score,Greedy time,Greedy score with depth,Greedy depth time,Important Parts score,Important Parts time,Hill climber score,Hill climber time,Simulated Annealing score,Simulated Annealing time
0,-39,1220,-42,16.16936922,-48,1278.440262,-12,124.7336729,-22,74.72259283,-29,316.6447113
