,Random score,Random time,Greedy score,Greedy time,Greedy score with depth,Greedy depth time,Depth First score,Depth First time,Important Parts score,Important Parts time,Hill climber score,Hill climber time,Simulated Annealing score,Simulated Annealing time
0,-6,209.56836462020874,-6,2.821415424346924,-6,0.5061941146850586,-6,570.0283482074738,-3,0.3351709842681885,-2,16.821380138397217,-4,106.92233085632324
