,Random score,Random time,Greedy score,Greedy time,Greedy score with depth,Greedy depth time,Depth First score,Depth First time,Important Parts score,Important Parts time,Hill climber score,Hill climber time,Simulated Annealing score,Simulated Annealing time
0,-6,116.98948979377747,-6,1.344395399093628,-6,0.21704721450805664,-6,348.97198033332825,-3,2.9414942264556885,-7,16.088369607925415,-7,76.34814119338989
