,Random score,Random time,Greedy score,Greedy time,Greedy score with depth,Greedy depth time,Depth First score,Depth First time,Hill climber score,Hill climber time,Simulated Annealing score,Simulated Annealing time
0,-6,118.7761001586914,-6,1.362715482711792,-6,0.20522308349609375,-6,354.6441149711609,-2,16.453324556350708,-4,85.79440999031067
